ctprvn_cd,objt_id,fclty_cd,data_yr,emd_cd,fclty_nm,telno,rn_adres,sgg_cd,fclty_ty,x,y,adres
12,233902,509010,2025,12860250,씨유진도,,전남광주통합특별시 진도군 진도읍 남문길 30,12860,편의점,14055631.23,4093542.852,전남광주통합특별시 진도군 진도읍 남동리 777-1
12,233903,509010,2025,12110159,세븐일레븐목포과학대점,,전남광주통합특별시 목포시 영산로397번길 3,12110,편의점,14071761.1,4137610.129,전남광주통합특별시 목포시 용해동 274-24
12,233904,509010,2025,12150250,씨유승주사랑방점,,전남광주통합특별시 순천시 승주읍 선암사길 3,12150,편의점,14180682.57,4165682.722,전남광주통합특별시 순천시 승주읍 서평리 426-3
12,233905,509010,2025,12860320,이마트24진도오일시점,,전남광주통합특별시 진도군 고군면 오일시1길 69,12860,편의점,14061419.5,4096585.332,전남광주통합특별시 진도군 고군면 도평리 654
12,233906,509010,2025,12130130,지에스25여수도원,,전남광주통합특별시 여수시 도원로 172,12130,편의점,14209954.04,4131411.573,전남광주통합특별시 여수시 안산동 438-1
12,233907,509010,2025,12720330,이마트24곡성석곡점,,전남광주통합특별시 곡성군 석곡면 강변로 19,12720,편의점,14166033.31,4181708.575,전남광주통합특별시 곡성군 석곡면 석곡리 170-1
12,233908,509010,2025,12720310,씨유곡성압록점,,전남광주통합특별시 곡성군 오곡면 섬진강로 1045,12720,편의점,14179334.33,4190339.133,전남광주통합특별시 곡성군 오곡면 압록리 97
12,233909,509010,2025,12870330,씨유신안자은점,,전남광주통합특별시 신안군 자은면 구영2길 37,12870,편의점,14031325.12,4148076.985,전남광주통합특별시 신안군 자은면 구영리 402-2
12,233910,509010,2025,12790350,세븐일레븐해남북평점,,전남광주통합특별시 해남군 북평면 백도로 15,12790,편의점,14095926.19,4083922.922,전남광주통합특별시 해남군 북평면 남창리 410-1
12,233911,509010,2025,12150114,지에스25순천프레시점,,전남광주통합특별시 순천시 우명길 59,12150,편의점,14194640.52,4156576.56,전남광주통합특별시 순천시 연향동 1251-6
12,233912,509010,2025,12110103,세안편의점,,전남광주통합특별시 목포시 고하대로 795-1,12110,편의점,14068527.26,4139054.119,전남광주통합특별시 목포시 연산동 787-10
12,233913,509010,2025,12770250,미니스톱장흥코아점,,전남광주통합특별시 장흥군 장흥읍 장흥로 90,12770,편의점,14127799.74,4121214.424,전남광주통합특별시 장흥군 장흥읍 원도리 279-1
12,233914,509010,2025,12170104,미니스톱나주,,전남광주통합특별시 나주시 영산포로 263,12170,편의점,14105002.54,4164487.185,전남광주통합특별시 나주시 삼영동 161-4
12,233915,509010,2025,12150310,이마트24순천신대매안점,,전남광주통합특별시 순천시 해룡면 향매로 126-1,12150,편의점,14199109.88,4154698.189,전남광주통합특별시 순천시 해룡면 신대리 2006
12,233916,509010,2025,12840400,세븐일레븐장성백양사점,,전남광주통합특별시 장성군 북하면 단풍로 1872,12840,편의점,14124560.91,4219781.161,전남광주통합특별시 장성군 북하면 중평리 450
12,233917,509010,2025,12130250,GS25돌산,,전남광주통합특별시 여수시 돌산읍 돌산로 3456,12130,편의점,14221340.28,4126280.031,전남광주통합특별시 여수시 돌산읍 우두리 675-35
12,233918,509010,2025,12830370,세븐일레븐법성,,전남광주통합특별시 영광군 법성면 굴비로 106,12830,편의점,14076457.43,4212296.037,전남광주통합특별시 영광군 법성면 법성리 1149-4
12,233919,509010,2025,12150133,씨유순천성가롤로,,전남광주통합특별시 순천시 순광로 221,12150,편의점,14198048.95,4159052.492,전남광주통합특별시 순천시 조례동 1742
12,233920,509010,2025,12790340,편의점,,전남광주통합특별시 해남군 송지면 땅끝해안로 1869,12790,편의점,14084390.37,4070856.605,전남광주통합특별시 해남군 송지면 송호리 1061-4
12,233921,509010,2025,12110102,씨유목포삼학도점,,전남광주통합특별시 목포시 삼학로 124,12110,편의점,14070512.43,4134965.734,전남광주통합특별시 목포시 산정동 1424-12
12,233922,509010,2025,12840250,세븐일레븐장성단풍점,,전남광주통합특별시 장성군 장성읍 단풍로 48,12840,편의점,14114357.28,4205881.654,전남광주통합특별시 장성군 장성읍 영천리 1511-13
12,233923,509010,2025,12110164,세븐일레븐목포옥암초원점,,전남광주통합특별시 목포시 옥암로96번길 3,12110,편의점,14073784.95,4137809.867,전남광주통합특별시 목포시 옥암동 967-9
12,233924,509010,2025,12170116,지에스이십오동신대나래관점,,전남광주통합특별시 나주시 동신대길 31,12170,편의점,14106159.52,4170866.344,전남광주통합특별시 나주시 대호동 252-15
12,233925,509010,2025,12110108,씨유목포역점,,전남광주통합특별시 목포시 영산로 100-1,12110,편의점,14069265.13,4135583.042,전남광주통합특별시 목포시 호남동 177
12,233926,509010,2025,12110158,미니스톱목포대양점,,전남광주통합특별시 목포시 원형로 45,12110,편의점,14074282.25,4136569.776,전남광주통합특별시 목포시 상동 1131
12,233927,509010,2025,12130139,씨유여수공단점,,전남광주통합특별시 여수시 여수산단로 46,12130,편의점,14211501.85,4135132.48,전남광주통합특별시 여수시 봉계동 454-1
12,233928,509010,2025,12790340,씨유해남송호점,,전남광주통합특별시 해남군 송지면 땅끝해안로 1778,12790,편의점,14083895.54,4071641.67,전남광주통합특별시 해남군 송지면 송호리 808
12,233929,509010,2025,12130137,씨유여수무선공원점,,전남광주통합특별시 여수시 성산로 54,12130,편의점,14209212.19,4133292.277,전남광주통합특별시 여수시 화장동 761-10
12,233930,509010,2025,12740250,세븐일레븐고흥등암점,,전남광주통합특별시 고흥군 고흥읍 고흥로 1647-3,12740,편의점,14168544.47,4109802.087,전남광주통합특별시 고흥군 고흥읍 등암리 167-2
12,233931,509010,2025,12130128,세븐일레븐여수선소점,,전남광주통합특별시 여수시 시청서4길 22-6,12130,편의점,14210845.9,4130966.009,전남광주통합특별시 여수시 학동 198-7
12,233932,509010,2025,12130126,지에스25여수,,전남광주통합특별시 여수시 박람회길 38,12130,편의점,14220380.17,4130336.273,전남광주통합특별시 여수시 덕충동 2042-1
12,233933,509010,2025,12110158,식품편의점,,전남광주통합특별시 목포시 상리로 8,12110,편의점,14072648.12,4138413.087,전남광주통합특별시 목포시 상동 189-4
12,233934,509010,2025,12850250,세븐일레븐완도대성,,전남광주통합특별시 완도군 완도읍 청해진동로 63,12850,편의점,14108135.23,4071424.381,전남광주통합특별시 완도군 완도읍 가용리 56
12,233935,509010,2025,12750370,씨유보성조성점,,전남광주통합특별시 보성군 조성면 조성로 97,12750,편의점,14164906.95,4137731.28,전남광주통합특별시 보성군 조성면 조성리 899-4
12,233936,509010,2025,12190250,씨유광양읍,,전남광주통합특별시 광양시 광양읍 남등길 3,12190,편의점,14202268.91,4160168.954,전남광주통합특별시 광양시 광양읍 칠성리 947-10
12,233937,509010,2025,12190106,이마트24광양중마,,전남광주통합특별시 광양시 동광길 33,12190,편의점,14215485.56,4156001.99,전남광주통합특별시 광양시 중동 1300-3
12,233938,509010,2025,12800250,이마트24R영암,,전남광주통합특별시 영암군 영암읍 동문로 8,12800,편의점,14104470.62,4136313.573,전남광주통합특별시 영암군 영암읍 남풍리 4-1
12,233939,509010,2025,12740253,지에스25고흥녹동,,전남광주통합특별시 고흥군 도양읍 우주항공로 54,12740,편의점,14153250.6,4100031.901,전남광주통합특별시 고흥군 도양읍 봉암리 2699-210
12,233940,509010,2025,12150133,씨유순천조례봉화점,,전남광주통합특별시 순천시 봉화1길 23,12150,편의점,14194706.67,4157553.66,전남광주통합특별시 순천시 조례동 1361
12,233941,509010,2025,12800253,이마트24영암삼호용당점,,전남광주통합특별시 영암군 삼호읍 용당로 84,12800,편의점,14072031.35,4130177.366,전남광주통합특별시 영암군 삼호읍 삼포리 604-1
12,233942,509010,2025,12130320,세븐일레븐여수율촌월산점,,전남광주통합특별시 여수시 율촌면 서부로 1891,12130,편의점,14201146.14,4147504.927,전남광주통합특별시 여수시 율촌면 월산리 313-1
12,233943,509010,2025,12810250,GS25초당대점,,전남광주통합특별시 무안군 무안읍 만창길 15-9,12810,편의점,14078709.76,4161316.521,전남광주통합특별시 무안군 무안읍 성남리 383-4
12,233944,509010,2025,12110102,지에스25목포신,,전남광주통합특별시 목포시 청호로 165,12110,편의점,14067888.34,4137481.78,전남광주통합특별시 목포시 산정동 1671
12,233945,509010,2025,12110160,지에스25목포,,전남광주통합특별시 목포시 석현로 18-2,12110,편의점,14073361.42,4138905.173,전남광주통합특별시 목포시 석현동 1170-23
12,233946,509010,2025,12130134,씨유웅천비고시티점,,전남광주통합특별시 여수시 웅천로 19-9,12130,편의점,14213057.09,4129742.483,전남광주통합특별시 여수시 웅천동 1719-4
12,233947,509010,2025,12780250,씨유강진LH점,,전남광주통합특별시 강진군 강진읍 향교로 52,12780,편의점,14112465.99,4115620.054,전남광주통합특별시 강진군 강진읍 동성리 263-9
12,233948,509010,2025,12150133,세븐일레븐순천금당,,전남광주통합특별시 순천시 기적의도서관1길 4,12150,편의점,14195891.81,4157727.894,전남광주통합특별시 순천시 조례동 1588-5
12,233949,509010,2025,12110102,지에스25목포양을로점,,전남광주통합특별시 목포시 양을로143번길 1,12110,편의점,14069227.93,4138006.289,전남광주통합특별시 목포시 산정동 278-13
12,233950,509010,2025,12190106,세븐광양중마시영점,,전남광주통합특별시 광양시 사동로 35,12190,편의점,14214032.71,4156057.771,전남광주통합특별시 광양시 중동 1401-8
12,233951,509010,2025,12150310,미니스톱신대타운점,,전남광주통합특별시 순천시 해룡면 매안5길 21-2,12150,편의점,14199185.71,4154630.084,전남광주통합특별시 순천시 해룡면 신대리 2010-4
12,233952,509010,2025,12760250,씨유화순,,전남광주통합특별시 화순군 화순읍 칠충로 141-7,12760,편의점,14135725.29,4172193.003,전남광주통합특별시 화순군 화순읍 교리 405
12,233953,509010,2025,12110160,CU목포,,전남광주통합특별시 목포시 석현로 38,12110,편의점,14073563.33,4138988.718,전남광주통합특별시 목포시 석현동 1171-1
12,233954,509010,2025,12130125,세븐일레븐여수만성로점,,전남광주통합특별시 여수시 만성로 304,12130,편의점,14218536.56,4133246.422,전남광주통합특별시 여수시 만흥동 1240-2
12,233955,509010,2025,12130135,지에스25무선,,전남광주통합특별시 여수시 무선8길 24,12130,편의점,14209981.7,4133390.459,전남광주통합특별시 여수시 선원동 1280-1
12,233956,509010,2025,12170134,GS25나주메가티움,,전남광주통합특별시 나주시 상야3길 8,12170,편의점,14114238.92,4167025.759,전남광주통합특별시 나주시 빛가람동 200
12,233957,509010,2025,12190250,씨유광양덕례점,,전남광주통합특별시 광양시 광양읍 덕례길 2,12190,편의점,14201014.16,4159241.38,전남광주통합특별시 광양시 광양읍 덕례리 1678-8
12,233958,509010,2025,12750390,세븐일레븐,,전남광주통합특별시 보성군 회천면 우암길 27-10,12750,편의점,14147545.84,4119227.553,전남광주통합특별시 보성군 회천면 동율리 560-10
12,233959,509010,2025,12150320,이마트24순천,,전남광주통합특별시 순천시 서면 산단1길 6,12150,편의점,14194145.76,4162249.507,전남광주통합특별시 순천시 서면 선평리 300-2
12,233960,509010,2025,12110158,지에스25목포꿈동산점,,전남광주통합특별시 목포시 하당남부로 26,12110,편의점,14073835.4,4136552.606,전남광주통합특별시 목포시 상동 1023
12,233961,509010,2025,12150117,세븐순천인제점주,,전남광주통합특별시 순천시 장평로 43,12150,편의점,14192547.94,4156246.845,전남광주통합특별시 순천시 인제동 377-3
12,233962,509010,2025,12830250,씨유영광단주점,,전남광주통합특별시 영광군 영광읍 대하길 104,12830,편의점,14081827.71,4201694.928,전남광주통합특별시 영광군 영광읍 단주리 629-1
12,233963,509010,2025,12810256,지에스25남악센트레빌점,,전남광주통합특별시 무안군 삼향읍 남악로250번길 60,12810,편의점,14078381.01,4136797.333,전남광주통합특별시 무안군 삼향읍 남악리 2624
12,233964,509010,2025,12790330,지에스25해남현산점,,전남광주통합특별시 해남군 현산면 현산북평로 106,12790,편의점,14087858.26,4090480.439,전남광주통합특별시 해남군 현산면 일평리 836-5
12,233965,509010,2025,12190106,미니스톱중마,,전남광주통합특별시 광양시 오류로 70,12190,편의점,14214978.54,4156393.548,전남광주통합특별시 광양시 중동 1345-10
12,233966,509010,2025,12800253,세븐영암삼호조선소점주,,전남광주통합특별시 영암군 삼호읍 대불로 96-4,12800,편의점,14069574.09,4128418.243,전남광주통합특별시 영암군 삼호읍 삼포리 1014-31
12,233967,509010,2025,12150390,새희망복권미니스톱순천별량점,,전남광주통합특별시 순천시 별량면 녹색로 569,12150,편의점,14185483.45,4143522.998,전남광주통합특별시 순천시 별량면 두고리 351
12,233968,509010,2025,12850250,응응스크르완도중앙초교점,,전남광주통합특별시 완도군 완도읍 개포로135번길 38,12850,편의점,14108799.14,4072069.171,전남광주통합특별시 완도군 완도읍 가용리 1052-2
12,233969,509010,2025,12110164,GS25목포,,전남광주통합특별시 목포시 삼향천로 65,12110,편의점,14074441.88,4137614.313,전남광주통합특별시 목포시 옥암동 1017
12,233970,509010,2025,12150114,씨유금당,,전남광주통합특별시 순천시 대석길 26,12150,편의점,14196022.7,4156488.398,전남광주통합특별시 순천시 연향동 1504-1
12,233971,509010,2025,12130117,이마트24R여수에덴점,,전남광주통합특별시 여수시 신월로 672-1,12130,편의점,14217468.04,4127378.876,전남광주통합특별시 여수시 국동 462-1
12,233972,509010,2025,12760250,지에스25화순칠충로점,,전남광주통합특별시 화순군 화순읍 칠충로 83-11,12760,편의점,14135322.13,4171786.676,전남광주통합특별시 화순군 화순읍 대리 37-8
12,233973,509010,2025,12130115,세븐여수봉산점,,전남광주통합특별시 여수시 봉산남7길 23,12130,편의점,14218258.62,4127540.687,전남광주통합특별시 여수시 봉산동 260-12
12,233974,509010,2025,12830250,씨유영광하늘점,,전남광주통합특별시 영광군 영광읍 월현로 60,12830,편의점,14081891.84,4202022.63,전남광주통합특별시 영광군 영광읍 단주리 346-21
12,233975,509010,2025,12800253,지에스25삼호현대점,,전남광주통합특별시 영암군 삼호읍 신항로 135-27,12800,편의점,14067636.28,4129688.495,전남광주통합특별시 영암군 삼호읍 용당리 2176-2
12,233976,509010,2025,12850330,이마트24완도고금점,,전남광주통합특별시 완도군 고금면 고금로 665,12850,편의점,14115464.65,4082835.033,전남광주통합특별시 완도군 고금면 덕암리 761
12,233977,509010,2025,12760250,GS25화순공간점,,전남광주통합특별시 화순군 화순읍 진각로 181-17,12760,편의점,14135983.66,4173023.148,전남광주통합특별시 화순군 화순읍 교리 70-1
12,233978,509010,2025,12810256,세븐일레븐남악세영리첼점,,전남광주통합특별시 무안군 삼향읍 남악4로34번길 31,12810,편의점,14078563.28,4138023.86,전남광주통합특별시 무안군 삼향읍 남악리 2314
12,233979,509010,2025,12130120,이마트24여수흥화점,,전남광주통합특별시 여수시 허문정1길 16,12130,편의점,14215287.59,4130069.674,전남광주통합특별시 여수시 문수동 675-1
12,233980,509010,2025,12810360,세븐일레븐무안해제점,,전남광주통합특별시 무안군 해제면 해제지도로 579,12810,편의점,14057479.1,4172213.206,전남광주통합특별시 무안군 해제면 양월리 98-2
12,233981,509010,2025,12110159,세븐일레븐목포,,전남광주통합특별시 목포시 포미로10번길 16,12110,편의점,14070680.04,4138965.148,전남광주통합특별시 목포시 용해동 982-3
12,233982,509010,2025,12840400,알리바이솔룡휴게소점,,전남광주통합특별시 장성군 북하면 단풍로 1422,12840,편의점,14123060.82,4215958.137,전남광주통합특별시 장성군 북하면 단전리 272-6
12,233983,509010,2025,12810330,씨유무안캠퍼스시티점,,전남광주통합특별시 무안군 청계면 도림길 74,12810,편의점,14074203.5,4151587.986,전남광주통합특별시 무안군 청계면 도림리 435-2
12,233984,509010,2025,12830256,세븐일레븐영광가마미점,,전남광주통합특별시 영광군 홍농읍 가마미로 337,12830,편의점,14071608.83,4217970.281,전남광주통합특별시 영광군 홍농읍 계마리 880-7
12,233985,509010,2025,12110164,GS25옥암부흥점,,전남광주통합특별시 목포시 당가두로38번길 16-2,12110,편의점,14075313.81,4138012.785,전남광주통합특별시 목포시 옥암동 1167-2
12,233986,509010,2025,12720250,지에스25곡성,,전남광주통합특별시 곡성군 곡성읍 군청로 10,12720,편의점,14170255.4,4201893.371,전남광주통합특별시 곡성군 곡성읍 읍내리 243-6
12,233987,509010,2025,12190106,GS25중마동광점,,전남광주통합특별시 광양시 오류로 46,12190,편의점,14214985.09,4156099.993,전남광주통합특별시 광양시 중동 1319
12,233988,509010,2025,12800250,씨유영암,,전남광주통합특별시 영암군 영암읍 예향로 1691,12800,편의점,14103989.16,4138820.953,전남광주통합특별시 영암군 영암읍 망호리 13-4
12,233989,509010,2025,12810360,세븐일레븐무안해제우리마트,,전남광주통합특별시 무안군 해제면 봉대로 28,12810,편의점,14059029.37,4179205.264,전남광주통합특별시 무안군 해제면 신정리 10-9
12,233990,509010,2025,12840250,장성씨유,,전남광주통합특별시 장성군 장성읍 영천로 217,12840,편의점,14113759.69,4205208.205,전남광주통합특별시 장성군 장성읍 영천리 1090-3
12,233991,509010,2025,12130115,미니스톱봉산어항점,,전남광주통합특별시 여수시 봉산1로 32,12130,편의점,14218114.95,4127779.21,전남광주통합특별시 여수시 봉산동 263-1
12,233992,509010,2025,12780400,씨유강진마량점,,전남광주통합특별시 강진군 마량면 미항로 137,12780,편의점,14117232.35,4089374.083,전남광주통합특별시 강진군 마량면 마량리 987-90
12,233993,509010,2025,12130128,미니스톱여천,,전남광주통합특별시 여수시 시청동3길 32,12130,편의점,14211534.05,4130998.328,전남광주통합특별시 여수시 학동 177-6
12,233994,509010,2025,12150350,씨유주암,,전남광주통합특별시 순천시 주암면 동주로 2040-1,12150,편의점,14163652.47,4174305.871,전남광주통합특별시 순천시 주암면 광천리 163-4
12,233995,509010,2025,12740250,지에스25전남,,전남광주통합특별시 고흥군 고흥읍 고흥로 1625-2,12740,편의점,14168455.17,4109622.911,전남광주통합특별시 고흥군 고흥읍 등암리 168-5
12,233996,509010,2025,12110163,이마트24목포내트럭하우스점,,전남광주통합특별시 목포시 대양산단로 154,12110,편의점,14071339.35,4141538.292,전남광주통합특별시 목포시 대양동 1186
12,233997,509010,2025,12170134,씨유나주중흥센트럴,,전남광주통합특별시 나주시 우정로 103,12170,편의점,14114283.76,4167132.899,전남광주통합특별시 나주시 빛가람동 114
12,233998,509010,2025,12150126,CU순천,,전남광주통합특별시 순천시 오천6길 6,12150,편의점,14192608.79,4155024.692,전남광주통합특별시 순천시 오천동 959-1
12,233999,509010,2025,12150133,CU금당,,전남광주통합특별시 순천시 장선배기길 114,12150,편의점,14196511.64,4157378.168,전남광주통합특별시 순천시 조례동 1622-10
12,234000,509010,2025,12800253,세븐일레븐영암대불원룸점,,전남광주통합특별시 영암군 삼호읍 대불주거1로 74,12800,편의점,14076809.39,4130105.506,전남광주통합특별시 영암군 삼호읍 용앙리 1691-22
12,234001,509010,2025,12110102,미니스톱뉴산정,,전남광주통합특별시 목포시 원산중앙로 44,12110,편의점,14068219.09,4137959.146,전남광주통합특별시 목포시 산정동 1733-10
12,234002,509010,2025,12150133,지에스25조례,,전남광주통합특별시 순천시 장선배기1길 9-4,12150,편의점,14195690.46,4157578.105,전남광주통합특별시 순천시 조례동 1587-6
12,234003,509010,2025,12830250,알리바이24시편의점,,전남광주통합특별시 영광군 영광읍 물무로 106,12830,편의점,14083190.34,4201512.861,전남광주통합특별시 영광군 영광읍 백학리 22-1
12,234004,509010,2025,12840350,GS25장성상무대점,,전남광주통합특별시 장성군 삼계면 능성로 552,12840,편의점,14100864.57,4198697.141,전남광주통합특별시 장성군 삼계면 주산리 716
12,234005,509010,2025,12830250,씨유영광원룸점,,전남광주통합특별시 영광군 영광읍 대하길2길 15,12830,편의점,14081795.96,4201205.39,전남광주통합특별시 영광군 영광읍 신하리 827-10
12,234006,509010,2025,12130128,세븐여수학동엑스포점주,,전남광주통합특별시 여수시 시청동5길 16,12130,편의점,14211726.6,4131104.616,전남광주통합특별시 여수시 학동 91-4
12,234007,509010,2025,12850250,지에스이십오완도빙그레점,,전남광주통합특별시 완도군 완도읍 완도로 1519,12850,편의점,14107575.5,4073782.62,전남광주통합특별시 완도군 완도읍 가용리 841-1
12,234008,509010,2025,12130128,코리아세븐여수주,,전남광주통합특별시 여수시 거북선공원2길 6,12130,편의점,14211777.15,4131348.621,전남광주통합특별시 여수시 학동 84-1
12,234009,509010,2025,12190250,CU광양칠성,,전남광주통합특별시 광양시 광양읍 칠성로 49,12190,편의점,14202572.07,4161040.546,전남광주통합특별시 광양시 광양읍 칠성리 901-6
12,234010,509010,2025,12130310,씨유여수소라점,,전남광주통합특별시 여수시 소라면 주삼덕양로 6,12130,편의점,14208097.81,4135504.152,전남광주통합특별시 여수시 소라면 덕양리 1051-36
12,234011,509010,2025,12740253,에스케이디이마트24고흥녹동점,,전남광주통합특별시 고흥군 도양읍 녹동남촌1길 13,12740,편의점,14152989.11,4100030.001,전남광주통합특별시 고흥군 도양읍 봉암리 2699-255
12,234012,509010,2025,12130143,세븐여수롯데첨단소재점,,전남광주통합특별시 여수시 여수산단로 334-27,12130,편의점,14213166.12,4138683.433,전남광주통합특별시 여수시 평여동 62
12,234013,509010,2025,12850330,GS25완도고금,,전남광주통합특별시 완도군 고금면 고금동로 34,12850,편의점,14115672.05,4082152.744,전남광주통합특별시 완도군 고금면 덕암리 602-9
12,234014,509010,2025,12130131,지에스25여수송소점,,전남광주통합특별시 여수시 소호로 247,12130,편의점,14208974.3,4126929.131,전남광주통합특별시 여수시 소호동 1040-1
12,234015,509010,2025,12790250,세븐일레븐해남,,전남광주통합특별시 해남군 해남읍 남부순환로 9,12790,편의점,14093827.82,4105621.688,전남광주통합특별시 해남군 해남읍 해리 361-28
12,234016,509010,2025,12790250,세븐일레븐해남,,전남광주통합특별시 해남군 해남읍 명량로 2993,12790,편의점,14090786.05,4107134.282,전남광주통합특별시 해남군 해남읍 구교리 805
12,234017,509010,2025,12130126,이마트24,,전남광주통합특별시 여수시 박람회길 1,12130,편의점,14220745.05,4130080.276,전남광주통합특별시 여수시 덕충동 2005
12,234018,509010,2025,12790430,씨유해남청용점,,전남광주통합특별시 해남군 화원면 청용길 31,12790,편의점,14062840.49,4118877.527,전남광주통합특별시 해남군 화원면 금평리 239-27
12,234019,509010,2025,12190250,지에스25광양영신점,,전남광주통합특별시 광양시 광양읍 예구1길 8,12190,편의점,14201388.21,4158919.446,전남광주통합특별시 광양시 광양읍 덕례리 1695-1
12,234020,509010,2025,12860250,GS25진도맘모스,,전남광주통합특별시 진도군 진도읍 옥주길 27-1,12860,편의점,14055777.14,4093928.798,전남광주통합특별시 진도군 진도읍 성내리 39-13
12,234021,509010,2025,12110158,평광24시편의점,,전남광주통합특별시 목포시 원형동로 21,12110,편의점,14074591.33,4136603.288,전남광주통합특별시 목포시 상동 1129-22
45,234022,509010,2025,45113105,행운마트,,전북특별자치도 전주시 덕진구 권삼득로 390,45113,편의점,14151048.46,4279657.111,전북특별자치도 전주시 덕진구 덕진동1가 1316-2
45,234023,509010,2025,45180103,씨유정읍또와점,,전북특별자치도 정읍시 하신경9길 14-18,45180,편의점,14123403.02,4240580.62,전북특별자치도 정읍시 상동 156-1
45,234024,509010,2025,45111126,세븐일레븐전주빌리언점,,전북특별자치도 전주시 완산구 공수내로 19,45111,편의점,14154075.29,4273896.109,전북특별자치도 전주시 완산구 서서학동 117-2
45,234025,509010,2025,45180103,씨유정읍,,전북특별자치도 정읍시 중앙로 262,45180,편의점,14122596.5,4240330.355,전북특별자치도 정읍시 상동 328-8
12,234026,509010,2025,12190250,세븐광양덕례회암점,,전남광주통합특별시 광양시 광양읍 회암1길 22,12190,편의점,14201596.39,4159037.148,전남광주통합특별시 광양시 광양읍 덕례리 1727-13
12,234027,509010,2025,12790410,씨유해남산이로점,,전남광주통합특별시 해남군 산이면 산이로 1050-3,12790,편의점,14077512.35,4114750.291,전남광주통합특별시 해남군 산이면 초송리 150-19
12,234028,509010,2025,12790250,지에스25해남금강점,,전남광주통합특별시 해남군 해남읍 구교3길 11,12790,편의점,14092200.5,4106637.054,전남광주통합특별시 해남군 해남읍 구교리 91-10
12,234029,509010,2025,12190250,씨유광양금나와라뚝딱점,,전남광주통합특별시 광양시 광양읍 매천로 842,12190,편의점,14202978.8,4160532.408,전남광주통합특별시 광양시 광양읍 읍내리 116-2
12,234030,509010,2025,12170114,세븐일레븐나주,,전남광주통합특별시 나주시 영산로 5419,12170,편의점,14106522.68,4168877.918,전남광주통합특별시 나주시 성북동 100-7
12,234031,509010,2025,12110161,씨유목포고하도점,,전남광주통합특별시 목포시 허사로81번길 37,12110,편의점,14066172,4131197.073,전남광주통합특별시 목포시 달동 1330-25
12,234032,509010,2025,12150126,세븐일레븐순천오천지구점,,전남광주통합특별시 순천시 오천4길 21,12150,편의점,14192500.83,4154824.645,전남광주통합특별시 순천시 오천동 954
12,234033,509010,2025,12810250,이마트24무안센텀플로라점,,전남광주통합특별시 무안군 무안읍 무안로 550,12810,편의점,14079888.89,4162804.177,전남광주통합특별시 무안군 무안읍 성동리 625-1
12,234034,509010,2025,12130320,비지에프휴먼넷CU여수,,전남광주통합특별시 여수시 율촌면 여순로 386,12130,편의점,14205838.37,4142361.034,전남광주통합특별시 여수시 율촌면 신풍리 979
12,234035,509010,2025,12110164,지에스25하당,,전남광주통합특별시 목포시 장미로 97,12110,편의점,14074230.37,4137427.792,전남광주통합특별시 목포시 옥암동 1005
12,234036,509010,2025,12130135,씨유여수남양,,전남광주통합특별시 여수시 무선중앙로 83,12130,편의점,14210276.28,4133047.018,전남광주통합특별시 여수시 선원동 1250-16
12,234037,509010,2025,12810256,지에스25뉴남악센트레빌점,,전남광주통합특별시 무안군 삼향읍 남악로250번길 60,12810,편의점,14078381.01,4136797.333,전남광주통합특별시 무안군 삼향읍 남악리 2624
12,234038,509010,2025,12760250,씨유화순군청점,,전남광주통합특별시 화순군 화순읍 진각로 144,12760,편의점,14136160.06,4172546.261,전남광주통합특별시 화순군 화순읍 훈리 38-1
12,234039,509010,2025,12130117,지에스25여수,,전남광주통합특별시 여수시 어항단지로 51,12130,편의점,14217239.75,4126746.202,전남광주통합특별시 여수시 국동 1082-31
12,234040,509010,2025,12150115,씨유풍덕주공점,,전남광주통합특별시 순천시 남산로 156,12150,편의점,14193826.76,4155812.612,전남광주통합특별시 순천시 풍덕동 861-9
12,234041,509010,2025,12740253,이마트24고흥녹동점,,전남광주통합특별시 고흥군 도양읍 녹동남촌1길 13-1,12740,편의점,14152986.81,4100013.445,전남광주통합특별시 고흥군 도양읍 봉암리 2699-256
12,234042,509010,2025,12810253,씨유오룡파르세나점,,전남광주통합특별시 무안군 일로읍 오룡번영1로 10,12810,편의점,14079202.85,4136582.377,전남광주통합특별시 무안군 일로읍 오룡리
12,234043,509010,2025,12150126,지에스25오천,,전남광주통합특별시 순천시 오천2길 3-2,12150,편의점,14192789.19,4154488.61,전남광주통합특별시 순천시 오천동 988-1
12,234044,509010,2025,12720250,씨유곡성대길점,,전남광주통합특별시 곡성군 곡성읍 곡성로 853,12720,편의점,14170604.01,4201979.57,전남광주통합특별시 곡성군 곡성읍 읍내리 250-8
12,234045,509010,2025,12130134,세븐일레븐여수웅천,,전남광주통합특별시 여수시 웅천중앙로 73,12130,편의점,14212754.4,4129816.773,전남광주통합특별시 여수시 웅천동 1666-2
12,234046,509010,2025,12130131,지에스25소호주공점,,전남광주통합특별시 여수시 소호4길 45,12130,편의점,14209746.4,4129426.518,전남광주통합특별시 여수시 소호동 352-1
12,234047,509010,2025,12150114,지에스25연향대주점,,전남광주통합특별시 순천시 기적의도서관2길 36,12150,편의점,14196229.02,4156407.04,전남광주통합특별시 순천시 연향동 1506-7
12,234048,509010,2025,12110101,세븐목포용당아름점,,전남광주통합특별시 목포시 용당로 235,12110,편의점,14070610.61,4137823.275,전남광주통합특별시 목포시 용당동 982-70
